epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
94,3796.39,1.33814,1.82015,0.93858,0.00891,0.87951,0.82139,0.78226,0.83673,0.53575,0.83878,0.76478,0.83357,0.49496,1.26984,1.95314,0.84396,0.01087,0,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,3836.4,1.32933,1.78604,0.91546,0.00884,0.85189,0.8603,0.77285,0.8371,0.54072,0.83395,0.78978,0.83169,0.5004,1.25922,1.94276,0.83155,0.01093,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,3876.29,1.3283,1.80762,0.91509,0.00875,0.87236,0.81915,0.79301,0.83746,0.53377,0.8312,0.78097,0.8344,0.49913,1.27221,1.9518,0.84953,0.01089,0,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,3916.35,1.32248,1.79153,0.88625,0.00868,0.83203,0.83646,0.80242,0.84319,0.53699,0.84156,0.79839,0.84802,0.50696,1.29984,1.95652,0.81382,0.01119,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,3956.24,1.31715,1.79453,0.89476,0.00863,0.81873,0.86454,0.77204,0.84734,0.53995,0.82597,0.80379,0.8422,0.50217,1.27155,1.94148,0.78345,0.01097,0,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,3996.02,1.33616,1.81723,0.90926,0.00891,0.85827,0.81256,0.81572,0.85522,0.54271,0.81108,0.8078,0.84419,0.50611,1.27165,1.93258,0.79295,0.01107,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,4036.12,1.3103,1.77501,0.89622,0.0086,0.84292,0.82756,0.82568,0.85249,0.53922,0.82891,0.82702,0.85244,0.51024,1.27635,1.93884,0.76835,0.01103,0,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,4076.01,1.32013,1.79413,0.89205,0.00861,0.86368,0.8522,0.8215,0.85824,0.54202,0.83957,0.81855,0.84898,0.50713,1.28769,1.97247,0.7541,0.01118,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,4115.73,1.33351,1.8216,0.90434,0.00879,0.84491,0.82247,0.80645,0.8386,0.53146,0.82178,0.81188,0.84437,0.50208,1.27966,1.95749,0.76956,0.01115,0,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,4155.65,1.31333,1.77246,0.87146,0.00855,0.84388,0.82557,0.82661,0.85167,0.5379,0.81759,0.82392,0.84692,0.49808,1.27387,1.93557,0.77215,0.0111,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,4195.53,1.30133,1.78496,0.85894,0.00857,0.81066,0.87252,0.78226,0.85407,0.54218,0.86088,0.79013,0.84724,0.50303,1.27453,1.97364,0.76692,0.01108,0,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,4235.56,1.31575,1.76135,0.87699,0.00862,0.82926,0.81925,0.81183,0.84643,0.54176,0.83066,0.80439,0.84647,0.49869,1.27373,1.92234,0.78177,0.01105,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,4275.29,1.30653,1.76963,0.85731,0.00851,0.8174,0.86051,0.79301,0.85276,0.54368,0.83932,0.79301,0.84408,0.50041,1.27713,1.94654,0.76139,0.0111,0,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,4315.4,1.30254,1.78577,0.86256,0.00849,0.80001,0.85602,0.80713,0.8571,0.54284,0.85175,0.8031,0.84981,0.50387,1.27004,1.93355,0.77288,0.01101,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,4355.96,1.30435,1.75262,0.86478,0.00854,0.80935,0.83322,0.80376,0.84334,0.53454,0.83191,0.79824,0.83378,0.4925,1.27515,1.93307,0.83257,0.01101,0,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,4395.68,1.29468,1.7579,0.85984,0.00846,0.80211,0.8426,0.82024,0.8563,0.53992,0.83588,0.81464,0.84192,0.49874,1.28587,1.9691,0.7723,0.01118,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,4435.62,1.29149,1.75016,0.85089,0.00845,0.77697,0.84503,0.81586,0.85023,0.54494,0.84921,0.81989,0.85157,0.50504,1.29511,1.95384,0.74651,0.0113,0,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,4475.64,1.29619,1.7936,0.88231,0.00853,0.83163,0.86478,0.79301,0.85856,0.54749,0.85899,0.79435,0.85328,0.50869,1.26265,1.92789,0.77219,0.01093,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,4515.66,1.31661,1.75547,0.84975,0.00853,0.80653,0.86235,0.79839,0.8529,0.53947,0.86296,0.80914,0.84982,0.50076,1.27686,1.95046,0.75129,0.0111,0,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,4555.7,1.29651,1.73642,0.85412,0.00848,0.79581,0.81086,0.82527,0.83686,0.53426,0.81295,0.81855,0.83617,0.49473,1.26693,1.94676,0.80784,0.01101,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,4595.65,1.28207,1.7506,0.85315,0.00825,0.7871,0.85303,0.80108,0.84107,0.5367,0.85056,0.80108,0.83955,0.49492,1.27259,1.9587,0.79161,0.0111,0,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,4635.57,1.28124,1.7537,0.83997,0.00837,0.79562,0.85357,0.81048,0.84179,0.53854,0.8564,0.81317,0.84247,0.49724,1.27791,1.94743,0.75728,0.01115,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,4675.6,1.30501,1.75388,0.84716,0.00857,0.78699,0.87241,0.79957,0.84413,0.54121,0.87537,0.80108,0.84919,0.5004,1.27646,1.96171,0.7304,0.01118,0,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,4715.53,1.27922,1.76045,0.85564,0.00834,0.7945,0.84411,0.79327,0.84215,0.54574,0.85078,0.80462,0.84997,0.50734,1.26681,1.99102,0.75198,0.01101,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,4755.22,1.27404,1.71749,0.80488,0.00848,0.77397,0.8269,0.80376,0.83691,0.53568,0.83381,0.81048,0.84228,0.49758,1.26416,1.97614,0.7838,0.01095,0,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,4795.25,1.28801,1.74348,0.81624,0.00842,0.76372,0.85702,0.79973,0.83954,0.53507,0.86769,0.80511,0.84366,0.49742,1.2522,1.95408,0.7886,0.01082,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,4835.27,1.27793,1.73236,0.812,0.00829,0.7696,0.83815,0.80742,0.84129,0.53667,0.84358,0.8046,0.83673,0.49857,1.24648,1.96174,0.80882,0.01078,0,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,4875.29,1.26643,1.70541,0.80074,0.00826,0.7662,0.85495,0.80016,0.83668,0.54079,0.86644,0.81091,0.84775,0.5011,1.25673,1.96621,0.77655,0.0109,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,4915.16,1.26917,1.72375,0.8124,0.0082,0.76152,0.8544,0.80376,0.84144,0.5336,0.86936,0.80497,0.84241,0.49633,1.26111,1.97547,0.78083,0.011,0,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,4955.08,1.27237,1.72603,0.81712,0.00822,0.78147,0.84069,0.81317,0.84488,0.54089,0.84619,0.81339,0.84353,0.49826,1.26464,1.96721,0.75505,0.01106,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,4996.9,1.27423,1.70513,0.79949,0.00818,0.73639,0.85544,0.81924,0.8507,0.54469,0.85285,0.81798,0.84484,0.50022,1.26056,1.95134,0.74418,0.01093,0,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,5038.12,1.26407,1.71177,0.80991,0.00809,0.76711,0.85992,0.80511,0.84132,0.54151,0.85524,0.8078,0.83855,0.49387,1.24803,1.97585,0.7677,0.01081,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,5078.88,1.24864,1.6999,0.79305,0.00817,0.76741,0.86613,0.80004,0.84409,0.54442,0.87308,0.79516,0.84375,0.50357,1.24873,1.94763,0.77013,0.01078,0,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,5119.66,1.2579,1.70098,0.80148,0.00811,0.75294,0.87206,0.80624,0.84156,0.54456,0.87687,0.8078,0.84136,0.50618,1.24807,1.99691,0.77218,0.01079,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,5160.2,1.26566,1.71588,0.78832,0.00823,0.76239,0.86682,0.80511,0.84416,0.54645,0.86469,0.81989,0.84858,0.50568,1.25759,1.96447,0.77512,0.01087,0,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,5201.05,1.25419,1.7247,0.80846,0.00826,0.74224,0.86452,0.79973,0.84225,0.54862,0.86485,0.80242,0.8406,0.50662,1.25843,1.96149,0.7776,0.01094,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,5241.99,1.24498,1.69068,0.79646,0.00806,0.75748,0.85834,0.80242,0.84163,0.54209,0.85379,0.81625,0.8426,0.49832,1.25819,1.96241,0.77561,0.01087,0,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,5282.77,1.24248,1.67058,0.77832,0.0081,0.74081,0.84857,0.81183,0.83969,0.53706,0.84517,0.80708,0.83515,0.49445,1.25898,1.97046,0.79255,0.01082,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
